"ID","Date","plot","pot","volume","campaign","CO2","CO2R","Photo","Cond","Ci","Tleaf","VpdL","Area","Trmmol"
"1-8",2013-03-22,1,8,"5",2,400,399.84917602,11.915935078,0.172159434,259.052333,26.074701692,1.6992123116,6,2.7723775662
"1-8",2013-04-08,1,8,"5",3,400,398.72451172,12.432135446,0.2601352556,294.20721076,24.961427688,1.1026537304,6,2.6421185456
"1-8",2013-04-17,1,8,"5",4,400,400.10189208,10.056411172,0.2027758156,296.86652378,24.440209576,1.0873549336,6,2.0890880846
"1-8",2013-05-01,1,8,"5",5,400,400.61898802,16.354466584,0.2411711914,257.35052008,24.507401276,1.1976933516,6,2.669273639
"1-8",2013-05-16,1,8,"5",6,400,399.67204588,16.10194071,0.2487596466,263.0878284,24.687043764,1.171782915,5.699999809,2.737097728
"2-1",2013-03-07,2,1,"20",1,400,400.90183104,22.657790312,0.9091985252,305.16930728,26.321674728,0.8846394956,6,4.9664751082
"2-1",2013-03-22,2,1,"20",2,400,399.97792356,16.78086018,0.2295467078,245.01297466,26.341057588,1.6439401218,6,3.5127329736
"2-1",2013-04-08,2,1,"20",3,400,399.87024536,16.624113862,0.3551148012,290.54368012,24.546233366,0.9602895246,6,3.0448859274
"2-1",2013-04-17,2,1,"20",4,400,398.93743896,18.616834948,0.4126350644,287.58496332,24.943894576,1.1299272364,6,4.1264648098
"2-1",2013-05-01,2,1,"20",5,400,399.29664308,9.6365337436,0.1425930274,267.41117322,25.34234314,1.2767196146,6,1.755795237
"2-1",2013-05-16,2,1,"20",6,400,400.28208006,14.872256816,0.1768889336,233.32049624,25.172402954,1.2949350432,6,2.1950355338
"2-2",2013-03-07,2,2,"15",1,400,398.86676026,13.761999464,0.3311172774,294.44412666,27.026108172,1.237199867,6,3.3637299168
"2-2",2013-03-22,2,2,"15",2,400,398.83405152,12.540517314,0.1338073,219.875624,26.16961937,1.439631469,6,1.8730835898
"2-2",2013-04-08,2,2,"15",3,400,399.29307862,14.598255116,0.2488451734,274.17376776,25.316921996,1.0722915142,6,2.4670094926
"2-2",2013-04-17,2,2,"15",4,400,398.65419922,11.869550108,0.2631969986,297.87238306,25.49159584,1.3132920466,6,3.207087202
"2-2",2013-05-01,2,2,"15",5,400,400.58808594,14.127269924,0.23322783,271.61994274,24.472204208,1.3310745112,6,2.9023670396
"2-2",2013-05-16,2,2,"15",6,400,400.23447876,11.829550162,0.1550124512,250.41629264,25.094287872,1.3431947942,6,2.009185492
"2-3",2013-03-07,2,3,"1000",1,400,399.63040162,25.927574672,1.4314800324,304.12548614,25.817660522,1.2714350978,6,9.1544320852
"2-3",2013-03-22,2,3,"1000",2,400,400.86156006,27.005163576,0.79572056,292.89915264,24.818312072,1.0277567278,6,6.5003183986
"2-3",2013-04-08,2,3,"1000",3,400,398.86380614,25.714952732,0.7313780522,293.99179454,24.524752808,0.6958253208,6,4.071245861
"2-3",2013-04-17,2,3,"1000",4,400,398.83926394,21.516880876,0.470113682,282.3855354,24.454214856,0.9967864002,6,4.074735876
"2-3",2013-05-01,2,3,"1000",5,400,398.89887086,17.32167279,0.4736054356,303.17849604,24.656222914,1.114346322,6,4.5833894472
"2-3",2013-05-16,2,3,"1000",6,400,399.52277832,17.31531068,0.2207063396,237.41903028,24.786128996,1.2651752772,6,2.6360685684
"2-4",2013-03-07,2,4,"25",1,400,400.28528442,23.613364876,0.8504184216,294.33243504,25.992969894,1.395695754,6,7.496540196
"2-4",2013-03-22,2,4,"25",2,400,399.8756531,13.10928012,0.168530804,245.50537174,25.868476106,1.3462558356,6,2.1800637986
"2-4",2013-04-08,2,4,"25",3,400,398.79447018,13.648983184,0.2458968282,279.98156446,25.889324948,1.1177647252,6,2.5460680498
"2-4",2013-04-17,2,4,"25",4,400,400.55692748,14.491189286,0.2017098654,253.15567456,25.20711975,1.3479162922,6,2.5719678502
"2-4",2013-05-01,2,4,"25",5,400,399.29487308,15.342058802,0.27768346,276.96555996,25.573257828,1.2647292522,6,3.2456865734
"2-4",2013-05-16,2,4,"25",6,400,399.22841186,14.255449016,0.167791976,231.57624038,24.670647428,1.363517953,6,2.1963941372
"2-6",2013-03-07,2,6,"5",1,400,399.8324341,19.03733857,0.5029715902,287.35761904,26.168373492,1.565091343,6,5.8682019214
"2-6",2013-03-22,2,6,"5",2,400,399.53319092,9.1385209492,0.110687856,243.30723404,26.35113411,1.5553939356,6,1.6866788158
"2-6",2013-04-08,2,6,"5",3,400,400.47648316,13.25283017,0.219366487,274.84842536,24.892889786,1.080721243,6,2.2115163434
"2-6",2013-04-17,2,6,"5",4,400,398.87253416,13.40645059,0.3552198448,307.9418588,24.721967312,1.1447969446,6,3.6626066374
"2-6",2013-05-01,2,6,"5",5,400,400.55095216,17.880412208,0.5088142168,306.20684744,25.026881028,1.0875214136,6,4.760634793
"2-6",2013-05-16,2,6,"5",6,400,400.18184202,20.25738486,0.4246377844,281.95308098,24.520083618,1.1313712284,6,4.2537228472
"2-7",2013-03-07,2,7,"35",1,400,399.00451658,17.766891816,0.3010167468,256.05842852,27.079270554,1.6398947392,6,4.1185256456
"2-7",2013-03-22,2,7,"35",2,400,399.04512328,23.06354493,0.5974533458,289.8858098,25.123080824,1.148398097,6,5.76703864
"2-7",2013-04-08,2,7,"35",3,400,398.61773682,15.64128022,0.4000476272,303.64036794,25.091141128,0.8744585072,6,3.085750561
"2-7",2013-04-17,2,7,"35",4,400,399.24404298,16.147410146,0.5083102146,313.12639802,25.275383378,1.084077434,6,4.7433160362
"2-7",2013-05-01,2,7,"35",5,400,397.40022584,15.198047914,0.3098202348,284.44277884,25.161762618,1.3561812824,6,3.8395993414
"2-7",2013-05-16,2,7,"35",6,400,400.12883298,12.461421638,0.1574709886,244.18457216,25.07856598,1.4504137428,6,2.2016240396
"2-8",2013-03-07,2,8,"10",1,400,399.87494508,14.34462926,0.3864855478,299.02737968,26.596645738,1.5462147352,6,4.7468264218
"2-8",2013-03-22,2,8,"10",2,400,400.1180481,8.3446602872,0.160881879,294.61827294,25.766835786,1.353779144,6,2.0977924018
"2-8",2013-04-08,2,8,"10",3,400,399.54517822,11.921874574,0.2193680078,285.33339752,25.924147798,1.1433107772,6,2.3423213902
"2-8",2013-04-17,2,8,"10",4,400,398.6734436,14.992999266,0.4683365348,313.64073282,25.170679094,1.1641108298,6,4.7474675194
"2-8",2013-05-01,2,8,"10",5,400,399.31239624,8.8652273098,0.328480695,332.76301676,24.640071868,1.2229344462,5.900000095,3.6548412994
"2-8",2013-05-16,2,8,"10",6,400,398.77982178,16.312046186,0.2915162416,274.28353162,24.876289368,1.1656403818,6,3.138832123
"3-1",2013-03-07,3,1,"5",1,400,400.61705322,15.621204992,0.3955724576,301.77634792,25.448909378,1.3374531122,6,4.6890878252
"3-1",2013-03-22,3,1,"5",2,400,400.67932742,8.7134441792,0.22945534,315.74212404,24.20216484,1.4902686112,5.900000095,3.170367693
"3-1",2013-04-08,3,1,"5",3,400,399.73036498,10.558218738,0.248861773,305.11263844,25.118182752,1.3722370734,6,3.1480545622
"3-1",2013-04-17,3,1,"5",4,400,399.51809694,14.59984107,0.5027192092,319.07334196,25.593203354,1.2456612698,6,5.4106485204
"3-1",2013-05-01,3,1,"5",5,400,398.76314698,12.017775556,0.342771259,313.64155128,25.159680558,1.3628002038,5.800000191,4.2407673796
"3-1",2013-05-16,3,1,"5",6,400,399.67551882,12.655934248,0.2552959776,291.4522266,24.795253752,1.1679158892,6,2.786405025
"3-2",2013-03-07,3,2,"1000",1,400,399.76398926,22.511961692,0.7451074998,308.1706638,25.533875654,0.6710101054,6,4.0139865514
"3-2",2013-03-22,3,2,"1000",2,400,399.4827881,25.63036394,0.6400591294,284.20800566,24.65388832,1.1007856696,6,5.77073518
"3-2",2013-04-08,3,2,"1000",3,400,399.33540038,23.490813246,0.7035659334,298.52809946,24.238550188,1.0208668906,6,5.7722747974
"3-2",2013-04-17,3,2,"1000",4,400,400.11524658,24.03357818,0.537157094,279.3873036,25.085786438,1.207464173,6,5.5428051316
"3-2",2013-05-01,3,2,"1000",5,400,400.03666384,21.0916829,0.4777927222,283.65893414,24.926375198,1.4568796086,6,6.03868095
"3-2",2013-05-16,3,2,"1000",6,400,399.08371582,18.319266898,0.1928212232,209.08753972,25.203718568,1.2930576654,6,2.3786100436
"3-3",2013-03-07,3,3,"25",1,400,399.82266236,12.070468552,0.2494833742,293.68971622,25.13831177,1.299266333,6,3.0084751
"3-3",2013-03-22,3,3,"25",2,400,399.73034058,12.1774705,0.2074944532,275.85596968,25.874157714,1.5490520726,6,3.0065462328
"3-3",2013-04-08,3,3,"25",3,400,399.97752686,13.37642917,0.3302304308,303.89250812,24.744215774,1.2936614046,6,3.8360333284
"3-3",2013-04-17,3,3,"25",4,400,399.00856322,17.017675546,0.526943707,309.2843091,25.417494204,1.2601674264,6,5.6943619452
"3-3",2013-05-01,3,3,"25",5,400,399.8647583,19.789921864,0.3260480668,259.73811132,26.16500511,1.5189869896,6,4.5127553124
"3-3",2013-05-16,3,3,"25",6,400,399.58517454,19.133844218,0.314542445,262.22151696,25.011892318,1.2247493382,6,3.5335992662
"3-4",2013-03-07,3,4,"20",1,400,399.06463014,12.432197794,0.1785265214,259.45349844,25.567521668,1.2257471096,6,2.0812198942
"3-4",2013-03-22,3,4,"20",2,400,400.32773438,17.63519547,0.410230185,293.31395652,25.764593508,1.2412709546,6,4.4720051964
"3-4",2013-04-08,3,4,"20",3,400,399.05497434,20.280228162,0.6493607888,306.47639058,24.360982134,1.1071863796,6,5.8677811746
"3-4",2013-04-17,3,4,"20",4,400,398.10167238,20.742114532,0.5327215094,291.20577304,25.42841301,1.3341312366,6,6.0824994198
"3-4",2013-05-01,3,4,"20",5,400,399.20445558,22.813354868,0.5107582144,278.92356212,25.700339126,1.473792442,6,6.4773824654
"3-4",2013-05-16,3,4,"20",6,400,400.6112793,23.37656337,0.498622495,278.70491244,24.507901002,1.0689735542,6,4.6191492956
"3-5",2013-03-07,3,5,"35",1,400,399.47409668,19.940605498,0.4200352742,283.4573807,25.663114548,0.9446962044,6,3.4990877992
"3-5",2013-03-22,3,5,"35",2,400,400.83137818,18.639162784,0.3256142162,269.92373802,25.459913638,1.2399454216,6,3.6383469174
"3-5",2013-04-08,3,5,"35",3,400,400.09516602,15.441375674,0.2236040866,255.77818256,24.593338016,1.3081766848,6,2.7181005826
"3-5",2013-04-17,3,5,"35",4,400,400.99617308,11.117742404,0.103196259,202.19775442,25.503656768,1.4768983348,6,1.493997746
"3-5",2013-05-01,3,5,"35",5,400,400.3579651,14.005060166,0.1727427018,238.40659754,25.46646118,1.5077285906,6,2.4914029764
"3-5",2013-05-16,3,5,"35",6,400,400.30671998,14.004764464,0.162493557,230.1457324,25.605895234,1.536641719,6,2.4056605298
"3-6",2013-03-07,3,6,"10",1,400,399.22659914,23.172857804,0.6902963958,300.63935088,25.43671188,0.7573334106,6,4.2599316934
"3-6",2013-03-22,3,6,"10",2,400,400.8494629,17.474138642,0.2894979706,265.7400553,25.214946746,1.4501160734,6,3.8223971344
"3-6",2013-04-08,3,6,"10",3,400,400.0702759,14.412369868,0.2841178684,285.71204586,25.30500641,1.3826864884,6,3.583849449
"3-6",2013-04-17,3,6,"10",4,400,399.58121952,19.310784264,0.5053480324,296.7845769,24.36384506,1.2611990074,6,5.4914624216
"3-6",2013-05-01,3,6,"10",5,400,399.05283812,17.330334626,0.4370716482,297.2695794,24.46354637,1.297607192,6,4.9837489892
"3-6",2013-05-16,3,6,"10",6,400,398.8328247,17.116388176,0.2525294592,253.72826348,24.90906677,1.281370754,6,3.0269106558
"3-7",2013-03-07,3,7,"15",1,400,400.17695922,16.541513198,0.3407849924,287.02363474,25.310518264,1.2855241136,5.800000191,3.962227469
"3-7",2013-03-22,3,7,"15",2,400,399.1569519,23.215088372,0.6179158732,293.01697458,25.326936722,1.1192411182,5.800000191,5.7381114842
"3-7",2013-04-08,3,7,"15",3,400,399.9653931,20.947060132,0.6067388046,301.40819352,24.20236168,1.0745785574,6,5.3892448668
"3-7",2013-04-17,3,7,"15",4,400,399.7712036,21.744918046,0.5232873828,287.80556866,25.005750656,1.2311602184,6,5.530120987
"3-7",2013-05-01,3,7,"15",5,400,399.22990114,13.27703948,0.3575264922,307.37623734,25.16854019,1.4495855022,6,4.6706731996
"3-7",2013-05-16,3,7,"15",6,400,399.24734496,14.395909492,0.1992038974,251.91338572,24.65438995,1.2557143336,6,2.3801107266
"4-1",2013-03-07,4,1,"25",1,400,399.73960572,19.512789728,0.3455822622,258.80672954,27.689408874,1.333499473,6,3.7522071388
"4-1",2013-03-22,4,1,"25",2,400,398.80604858,9.7502843222,0.1549609272,273.19177472,25.457230378,1.4244435912,6,2.1216192216
"4-1",2013-04-08,4,1,"25",3,400,400.84291992,11.519904896,0.3553462346,320.41169632,24.248433304,1.3078240464,6,4.13513963
"4-1",2013-04-17,4,1,"25",4,400,398.96503906,13.594926348,0.256295283,283.8210575,24.915102006,1.1470215502,6,2.7388931382
"4-1",2013-05-01,4,1,"25",5,400,400.62896118,17.278610152,0.233067741,244.0930216,23.417867278,1.5033153182,6,3.235893644
"4-1",2013-05-16,4,1,"25",6,400,399.50485842,15.46779491,0.2687585082,272.0502224,24.765445326,1.4581855092,6,3.6592611818
"4-2",2013-03-07,4,2,"10",1,400,399.31068116,13.217667564,0.2379556236,272.94240718,27.854845428,1.444091212,6,2.9799336414
"4-2",2013-03-22,4,2,"10",2,400,400.15905764,10.425980594,0.2067320666,293.08670352,25.26738663,1.3914995832,6,2.7167564518
"4-2",2013-04-08,4,2,"10",3,400,399.44269408,9.851864434,0.2953182216,321.29156068,24.9905468,1.1982220066,6,3.2150889758
"4-2",2013-04-17,4,2,"10",4,400,399.81798708,16.114213086,0.442581845,305.58708416,25.210521316,1.2281309456,6,4.7656973848
"4-2",2013-05-01,4,2,"10",5,400,399.03203736,16.545030984,0.3885030242,294.07426182,23.94581337,1.3180796728,6,4.5098340072
"4-2",2013-05-16,4,2,"10",6,400,400.26125488,13.076854432,0.2781366746,293.71631476,24.707911682,1.3992563582,6,3.6239050704
"4-4",2013-03-07,4,4,"35",1,400,399.65581054,13.70153267,0.1200318482,179.39617706,27.939406584,1.8944894702,6,2.1196372054
"4-4",2013-03-22,4,4,"35",2,400,399.3430176,10.113007752,0.1646549862,275.20962628,25.376570892,1.4646701224,6,2.3089817288
"4-4",2013-04-08,4,4,"35",3,400,398.9323303,17.809175146,0.3739260196,285.02322834,25.342107392,1.1525762048,6,3.8236238526
"4-4",2013-04-17,4,4,"35",4,400,399.97233278,11.845780932,0.1985780492,275.77276596,25.26468277,1.484339462,5.900000095,2.7914068142
"4-4",2013-05-01,4,4,"35",5,400,400.2253723,17.32006886,0.235015954,244.1397266,24.454991532,1.5301997556,6,3.3247375814
"4-4",2013-05-16,4,4,"35",6,400,400.43128664,16.220927458,0.282690609,272.41322164,24.770534516,1.3787790086,6,3.6252590804
"4-5",2013-03-07,4,5,"5",1,400,400.1239685,11.668728814,0.1691899048,255.11064832,28.060646818,1.6170321194,6,2.4737217248
"4-5",2013-03-22,4,5,"5",2,400,400.26589352,11.79994899,0.2215300972,286.39279318,25.317019274,1.3875827612,6,2.88919253
"4-5",2013-04-08,4,5,"5",3,400,399.36359866,16.312951618,0.4076277424,301.3148124,24.618864058,0.9410059372,6,3.3671290042
"4-5",2013-04-17,4,5,"5",4,400,400.02392578,17.951927498,0.5120288726,305.59762508,25.050582126,1.1659505434,5.900000095,5.1382574728
"4-5",2013-05-01,4,5,"5",5,400,400.39415894,16.041734728,0.2823495034,273.40438786,24.519954682,1.43861246,6,3.700270868
"4-5",2013-05-16,4,5,"5",6,400,399.49212036,13.405145522,0.2045147454,263.13269212,25.374805072,1.456247161,6,2.8436043764
"4-6",2013-03-07,4,6,"15",1,400,399.9779602,22.869313006,0.7599519142,291.07989368,27.05797081,1.5403817508,6,7.7050802636
"4-6",2013-03-22,4,6,"15",2,400,399.23306884,17.989760372,0.4700069688,300.04820684,24.615275574,1.0669981486,6,4.3615221436
"4-6",2013-04-08,4,6,"15",3,400,400.05507814,17.062570022,0.5597280298,314.51609686,24.462421036,1.0682868938,6,5.0092978138
"4-6",2013-04-17,4,6,"15",4,400,398.71958008,17.927753754,0.5721892476,310.005522,24.978289032,1.105777532,6,5.3380033562
"4-6",2013-05-01,4,6,"15",5,400,399.98080444,20.342870674,0.5334925776,296.12701424,24.466521836,1.1897305408,6,5.3574291254
"4-6",2013-05-16,4,6,"15",6,400,398.98317872,20.169878776,0.4354073252,281.67658296,24.93834915,1.3232038724,6,5.113158915
"4-7",2013-03-07,4,7,"20",1,400,400.725354,11.225275812,0.2376596784,289.49937772,27.63681946,1.8017253898,6,3.7072277356
"4-7",2013-03-22,4,7,"20",2,400,400.357959,11.9833034,0.3017602222,307.60442172,25.467601398,1.3316033452,6,3.6820617906
"4-7",2013-04-17,4,7,"20",4,400,400.0852539,13.930947122,0.3085674232,296.0368813,25.508327102,1.3647110684,5.800000191,3.8607823406
"4-7",2013-05-01,4,7,"20",5,400,400.21693114,25.461580266,0.563017511,278.03198544,24.687525176,1.1834696082,5.800000191,5.6053104832
"4-7",2013-05-16,4,7,"20",6,400,399.3522827,20.543494544,0.3990866272,278.27545274,25.282751082,1.43884499,5,5.240297416
"4-8",2013-03-07,4,8,"1000",1,400,399.88306884,22.640320094,0.5052043578,270.1939413,27.473993684,1.3421398844,6,5.0666581794
"4-8",2013-03-22,4,8,"1000",2,400,400.26057742,23.487691482,0.5048262622,278.1858329,25.112518692,1.1505488878,6,5.0031724356
"4-8",2013-04-08,4,8,"1000",3,400,399.16149292,20.384090606,0.459443484,286.40793906,24.618051914,1.0732512118,6,4.257735629
"4-8",2013-04-17,4,8,"1000",4,400,398.7173584,19.57560898,0.3461023368,267.18373174,25.193351744,1.2393313358,6,3.8752327186
"4-8",2013-05-01,4,8,"1000",5,400,400.1713501,18.259141168,0.2445014154,241.39438008,24.695422362,1.4514268296,6,3.2732833426
"4-8",2013-05-16,4,8,"1000",6,400,399.97387698,22.483757108,0.386175516,260.34650532,24.771753694,1.3014415442,6,4.5276534916
"5-2",2013-03-07,5,2,"25",1,400,399.38519898,12.048926784,0.262231493,289.81979922,25.953341676,1.5702255984,6,3.5080859364
"5-2",2013-03-22,5,2,"25",2,400,400.33376466,12.09129684,0.192679251,268.46850576,28.45209122,1.809759285,6,3.3329630066
"5-2",2013-04-08,5,2,"25",3,400,399.09283448,18.323086678,0.4805615914,299.9355385,24.633404924,1.0224237756,6,4.2209263724
"5-2",2013-04-17,5,2,"25",4,400,400.5396118,22.230645354,0.6524182996,300.24351668,25.12679176,1.0826297132,6,5.8293516008
"5-2",2013-05-01,5,2,"25",5,400,398.90865482,22.108772378,0.4886489528,282.41475434,24.559155654,0.9907414858,6,4.1463533934
"5-2",2013-05-16,5,2,"25",6,400,399.688560475,18.684115385,0.35543922675,275.0386615,25.0360775,1.36968551325,6,4.408484684
"5-3",2013-03-07,5,3,"10",1,400,399.05770872,16.840541584,0.3100628736,266.36121048,25.71050949,1.4979469612,6,3.84767765
"5-3",2013-03-22,5,3,"10",2,400,399.0788269,11.890031822,0.1607027054,249.68417228,29.139741134,1.9962226898,5.800000191,3.1057181262
"5-3",2013-04-08,5,3,"10",3,400,399.12747192,14.867255232,0.2861416428,283.26959878,24.871673584,1.1982594072,6,3.127180084
"5-3",2013-04-17,5,3,"10",4,400,399.86549682,13.34488055,0.1973611632,261.14433496,25.093476106,1.336636192,6,2.50026011
"5-3",2013-05-01,5,3,"10",5,400,398.81313474,16.22380409,0.2889430002,278.7884624,24.776394654,1.1500514752,5,3.0642091298
"5-3",2013-05-16,5,3,"10",6,400,400.11348876,15.904175822,0.264069381,268.33721126,24.90286255,1.3687321868,6,3.3691274874
"5-4",2013-03-07,5,4,"15",1,400,399.51904908,14.814299622,0.9066306738,332.01995232,25.378191376,1.1641163922,6,6.5094037156
"5-4",2013-03-22,5,4,"15",2,400,399.95464478,17.366048628,0.5924049094,313.64919534,27.823923874,1.3080513566,6,6.5521979292
"5-4",2013-04-08,5,4,"15",3,400,400.2124817,13.298620632,0.5924664096,333.98618002,24.559388734,1.0109061332,6,4.9766341088
"5-4",2013-04-17,5,4,"15",4,400,400.58425292,18.942186454,0.7326616794,318.27319612,25.12117386,1.113899577,6,6.5846903626
"5-4",2013-05-01,5,4,"15",5,400,399.36901858,14.780352872,0.4401883022,313.23687308,24.475082778,1.0498396706,6,4.0144439726
"5-4",2013-05-16,5,4,"15",6,400,398.95965576,18.452515566,0.4252834992,289.97456926,24.906533812,1.2167805166,6,4.5893793302
"5-5",2013-03-07,5,5,"20",1,400,399.98320312,13.300617988,0.332994271,297.94224752,25.955940248,1.4133932086,6,3.8526402544
"5-5",2013-03-22,5,5,"20",2,400,400.07495732,16.285644568,0.3325529428,287.02517778,26.220467378,1.426047181,5.5,4.3536270796
"5-5",2013-04-08,5,5,"20",3,400,398.96711426,24.756533932,0.7054242504,293.960675,25.038791276,0.9424824726,6,5.3557808268
"5-5",2013-04-17,5,5,"20",4,400,399.05800172,24.652762844,0.6870133826,294.2132474,24.464777756,1.0411502578,5.699999809,5.8924986578
"5-5",2013-05-01,5,5,"20",5,400,399.24472044,21.997818526,0.4139420574,273.83600664,25.09293823,1.2322994162,5.199999809,4.5321689534
"5-5",2013-05-16,5,5,"20",6,400,400.47321168,15.44669609,0.2521283774,271.99418792,24.945932008,1.380364732,5,3.2933332074
"5-6",2013-03-07,5,6,"1000",1,400,400.28250734,20.82740481,0.8960864748,309.90421772,25.83876686,1.0494141124,6,5.8365022744
"5-6",2013-03-22,5,6,"1000",2,400,400.16885374,23.958907894,0.5254840038,276.78117844,27.588057326,1.4103682718,6,6.3847716988
"5-6",2013-04-08,5,6,"1000",3,400,400.6413635,20.652642568,0.4590519076,285.10070474,24.729000094,1.2692087558,6,5.0329397954
"5-6",2013-04-17,5,6,"1000",4,400,399.41316526,18.380989832,0.3421861673,274.21144951,24.623347473,1.2444442842,5.8499999045,3.8381701256
"5-6",2013-05-01,5,6,"1000",5,400,398.890960675,24.2840703625,0.4036703425,254.157057725,24.5106992725,1.1827447075,6,4.19231051625
"5-6",2013-05-16,5,6,"1000",6,400,399.888084425,20.9028604175,0.3314648005,255.860554175,25.0411601075,1.244824735,6,3.76891500525
"5-7",2013-03-07,5,7,"35",1,400,399.76377564,23.6468941,1.290862186,309.7659444,25.785541152,1.1661297618,6,7.977708463
