"ID","campaign","volume","Date","area","tnc_mgperg","mass_noTNC","sla_free","lma_free","leafstarch","leafsugar","percstarch"
"2-2",1,"15",2013-03-07,21.8,135.94488139,0.1382488189776,157.68669968553,0.00634168894392661,0.013067865168,0.0086833158544,8.16741573
"2-2",2,"15",2013-03-22,23.73,95.20685424,0.1990544920672,119.213586960845,0.00838830560755162,0.0076780995478,0.013267408385,3.490045249
"2-2",3,"15",2013-04-08,19.615,186.03075915,0.1709335405785,114.75220096428,0.00871442980262554,0.024652384596,0.0144140748255,11.73923076
"2-2",4,"15",2013-04-17,20.03,207.32823082,0.1902412246032,105.287379440382,0.0094978145083974,0.034066666656,0.0156921087408,14.19444444
"2-2",5,"15",2013-05-01,24.92,213.26464844,0.2517553124992,98.9850015581268,0.0101025406299839,0.04872,0.0195246875008,15.225
"2-2",6,"15",2013-05-16,19.98,173.25453775,0.2397561840525,83.3346596625217,0.0119998090116366,0.0241376233194,0.0261061926281,8.323318386
"2-4",1,"25",2013-03-07,40.2,193.59584635,0.2016010384125,199.403734804907,0.00501495120429104,0.0333515625,0.0150473990875,13.340625
"2-4",2,"25",2013-03-22,48.13,104.41999179,0.3492762032019,137.799253309503,0.00725693337215666,0.0083177292588,0.0324060675393,2.132751092
"2-4",3,"25",2013-04-08,24.44,182.25007017,0.1962599831592,124.528697121996,0.00803027754333879,0.024353929992,0.0193860868488,10.14747083
"2-4",4,"25",2013-04-17,23.08,173.00826372,0.20674793407,111.633521775292,0.00895788275866551,0.02575,0.01750206593,10.3
"2-4",5,"25",2013-05-01,24.97,144.88445987,0.2223300404338,112.310508968018,0.00890388628088907,0.0222893827156,0.0153805768506,8.572839506
"2-4",6,"25",2013-05-16,46.47,201.5759113,0.47905445322,97.0035863097576,0.0103088972072305,0.05918719212,0.06175835466,9.86453202
"2-6",1,"5",2013-03-07,30.1,282.32298249,0.2296566456032,131.065225310339,0.00762978889047176,0.077705864672,0.0126374897248,24.28308271
"2-6",2,"5",2013-03-22,37.27,214.39658091,0.314241367636,118.603098886622,0.00843148289873893,0.06513488372,0.020623748644,16.28372093
"2-6",3,"5",2013-04-08,26.48,241.556274,0.23132533643,114.47081590223,0.00873585107364048,0.0536007651175,0.0200738984525,17.57402135
"2-6",4,"5",2013-04-17,17,216.85495551,0.1487975584531,114.249186456633,0.00875279755606471,0.029740076344,0.0114623652029,15.65267176
"2-6",6,"5",2013-05-16,24.26,178.91419547,0.2627474574496,92.3320066937414,0.010830480521418,0.0319675576032,0.0252849849472,9.989861751
"2-7",1,"35",2013-03-07,20.9,156.68765123,0.2361274576556,88.5115191918229,0.0112979644811292,0.031698790032,0.0121737523124,11.32099644
"2-7",2,"35",2013-03-22,18.87,85.3931519,0.09146068481,206.318157787693,0.00484688313778484,0.003138235294,0.005401079896,3.138235294
"2-7",3,"35",2013-04-08,42.56,171.56464405,0.2402462532255,177.151566064393,0.00564488376939615,0.029139882341,0.0206138644335,10.04823529
"2-7",4,"35",2013-04-17,35.94,217.6215935,0.242537306015,148.183389147471,0.0067483947138286,0.04783143884,0.019631255145,15.4294964
"2-7",5,"35",2013-05-01,27.31,189.59663598,0.2107048746452,129.612568508377,0.00771530115874039,0.03132580646,0.0179693188948,12.0483871
"2-7",6,"35",2013-05-16,33.43,239.6409772,0.273729248208,122.127979449961,0.00818813186383488,0.055432173924,0.030838577868,15.39782609
"2-8",1,"10",2013-03-07,24.7,195.15936711,0.1931617518936,127.872105931228,0.00782031384184615,0.036455696208,0.0103825518984,15.18987342
"2-8",2,"10",2013-03-22,15.53,179.12391403,0.1231314128955,126.125410525258,0.00792861641310367,0.020824999995,0.0060435871095,13.88333333
"2-8",3,"10",2013-04-08,18.61,193.39745235,0.1532544840535,121.432009738152,0.00823506093785599,0.021931428566,0.0148140873805,11.54285714
"2-8",4,"10",2013-04-17,23.42,160.89811581,0.2601215840989,90.0348199905455,0.0111068140093467,0.034669122149,0.0152092937521,11.18358779
"2-8",5,"10",2013-05-01,11.29,127.13094513,0.0960155960357,117.585063949426,0.00850448149120461,0.0058096097565,0.0081747942078,5.281463415
"2-8",6,"10",2013-05-16,19.82,132.91028602,0.2514560170542,78.8209414600244,0.0126869837060646,0.0147975982523,0.0237463846935,5.102620087
"3-1",1,"5",2013-03-07,10.5,257.45753842,0.0965305200054,108.773888293698,0.00919338285765714,0.028280999994,0.0051884800006,21.75461538
"3-1",2,"5",2013-03-22,9.68,156.81722669,0.0674546218648,143.503880570285,0.00696845267198347,0.008651428568,0.0038939495672,10.81428571
"3-1",3,"5",2013-04-08,9.995,255.23288197,0.0670290406227,149.114471983284,0.00670625719086543,0.017901490923,0.0050694684543,19.89054547
"3-1",4,"5",2013-04-17,12.35,205.53484449,0.1032804702163,119.57730221537,0.00836279111063158,0.019107089547,0.0076124402367,14.69776119
"3-1",5,"5",2013-05-01,8.63,164.24802419,0.0668601580648,129.075375377305,0.00774741113149478,0.0075992626728,0.0055405792624,9.499078341
"3-1",6,"5",2013-05-16,14.03,190.30553154,0.1295511149536,108.297022414859,0.00923386421622238,0.0147700934576,0.0156787915888,9.231308411
"3-3",1,"25",2013-03-07,38.4,223.95779464,0.2948960380368,130.215381175138,0.007679584323875,0.063813992382,0.0212899695812,16.79315589
"3-3",2,"25",2013-03-22,39.02,191.23814958,0.2911542661512,134.018300730433,0.00746166750771912,0.054004090896,0.0148416429528,15.00113636
"3-3",3,"25",2013-04-08,16.105,197.0480579,0.152560868999,105.564422290395,0.00947288848177585,0.023873879981,0.01356525102,12.56519999
"3-3",4,"25",2013-04-17,19.56,167.43323692,0.20814169077,93.9744456175006,0.0106411907346626,0.02558101045,0.01627729878,10.23240418
"3-3",5,"25",2013-05-01,23.31,207.36347801,0.2615700522567,89.1157064766879,0.0112213664631789,0.041000083674,0.0274298640693,12.42426778
"3-3",6,"25",2013-05-16,22.75,184.37512461,0.2773124576326,82.0374251997743,0.0121895585772571,0.0326876635528,0.0299998788146,9.614018692
"3-4",1,"20",2013-03-07,32,159.28101779,0.2606228844851,122.782771218348,0.00814446514015938,0.03754431297,0.0118328025449,12.1110687
"3-4",2,"20",2013-03-22,15.98,133.2644097,0.138677694448,115.231220591081,0.00867820365757196,0.0141727346944,0.0071495708576,8.857959184
"3-4",3,"20",2013-04-08,15.905,176.01538598,0.1483172305236,107.236360494671,0.00932519525454888,0.0165961389744,0.015086630502,9.220077208
"3-4",4,"20",2013-04-17,20.33,102.91678968,0.2152999704768,94.4263947411488,0.0105902592462764,0.009457142856,0.0152428866672,3.94047619
"3-4",6,"20",2013-05-16,19.74,131.89484115,0.2691125992435,73.352195532617,0.0136328571045339,0.0149073529399,0.0259800478166,4.808823529
"3-5",1,"35",2013-03-07,35.5,211.68027265,0.2443791154785,145.266095797467,0.00688391874587324,0.047633977706,0.0179869068155,15.36579926
"3-5",2,"35",2013-03-22,29.6,161.50957402,0.251547127794,117.67178683209,0.00849821377682432,0.028323529413,0.020129342793,9.441176471
"3-5",4,"35",2013-04-17,17.31,107.53562432,0.1874175188928,92.3606293705182,0.0108271241416984,0.0084068852469,0.0141755958603,4.003278689
"3-5",5,"35",2013-05-01,12.44,201.64328125,0.1197535078125,103.880046833179,0.00962648776627813,0.02100375,0.0092427421875,14.0025
"3-5",6,"35",2013-05-16,21.58,252.90445374,0.224128663878,96.2839809358193,0.0103859436458758,0.04852857144,0.027342764682,16.17619048
"3-6",1,"10",2013-03-07,35.6,149.49129108,0.2721627868544,130.804069180277,0.00764502210265168,0.0300811267616,0.017756086384,9.400352113
"3-6",2,"10",2013-03-22,15.73,83.43358681,0.1283192978466,122.584835359717,0.00815761588344565,0.002177567567,0.0095031345864,1.555405405
"3-6",3,"10",2013-04-08,15.455,130.3855707,0.1434863808345,107.710570927467,0.00928413981459075,0.01439964707775,0.00711397208775,8.727058835
"3-6",4,"10",2013-04-17,18.29,253.57037181,0.1343573330742,136.129525508661,0.00734594494664844,0.03563811189,0.0100045550358,19.79895105
"3-6",5,"10",2013-05-01,15.01,94.39318925,0.1720652940425,87.2343262685649,0.0114633773512658,0.0058678037383,0.0120669022192,3.088317757
"3-6",6,"10",2013-05-16,25.88,111.04352882,0.266686941354,97.0426218419405,0.0103047504387172,0.0070875,0.026225558646,2.3625
"3-7",1,"15",2013-03-07,10.1,202.22455718,0.1037108075666,97.3861860396187,0.0102683967887723,0.020166956524,0.0061222359094,15.51304348
"3-7",2,"15",2013-03-22,9.64,98.96123597,0.0810934887627,118.875142099375,0.00841218763098548,0.0041356097559,0.0047709014814,4.595121951
"3-7",3,"15",2013-04-08,15.645,156.12337501,0.0759488962491,205.993777035113,0.00485451558,0.0042942857139,0.009756818037,4.771428571
"3-7",4,"15",2013-04-17,14.25,76.19904967,0.0739040760264,192.817511106013,0.00518625094922105,0.0008037647056,0.005292159268,1.004705882
"3-7",5,"15",2013-05-01,28.35,155.49931362,0.2026801647312,139.875552388654,0.00714921215983069,0.0205457142864,0.0167741209824,8.560714286
"3-7",6,"15",2013-05-16,31.43,158.21561957,0.2693710017376,116.679226038654,0.00857050594138085,0.024288,0.0263409982624,7.59
"4-1",1,"25",2013-03-07,34.74,101.25145669,0.2156996503944,161.05728468488,0.00620897093823834,0.0029848818888,0.0213154677168,1.243700787
"4-1",2,"25",2013-03-22,35.18,56.457478531,0.25475648079663,138.092659664599,0.00724151451951762,0.00215754545457,0.0130859737488,0.7990909091
"4-1",3,"25",2013-04-08,16.115,124.654422,0.13567856459,118.7733673974,0.00841939587899473,0.00903402,0.01028741541,5.8284
"4-1",4,"25",2013-04-17,20.77,87.64549264,0.182470901472,113.826368108271,0.00878531061492537,0.00583493976,0.011694158768,2.91746988
"4-1",5,"25",2013-05-01,20.25,95.93447628,0.1898537599812,106.661042699419,0.00937549432005926,0.008389209486,0.0117570305328,3.99486166
"4-1",6,"25",2013-05-16,17.86,141.66572057,0.1802501986803,99.0844954999318,0.010092396342682,0.0144273134334,0.0153224878863,6.870149254
"4-2",1,"10",2013-03-07,25.39,131.75193627,0.173649612746,146.213974212188,0.0068392915614809,0.013102941176,0.013247446078,6.551470588
"4-2",2,"10",2013-03-22,20,144.05362021,0.1455108845643,137.446762555843,0.007275544228215,0.0131409407669,0.0113481746688,7.729965157
"4-2",3,"10",2013-04-08,16.79,206.2625059,0.1230293115855,136.471543111348,0.00732753493659917,0.0176736046645,0.01429708375,11.40232559
"4-2",4,"10",2013-04-17,17.68,152.52890873,0.169494218254,104.310342748714,0.00958677705056561,0.015845238096,0.01466054365,7.922619048
"4-2",5,"10",2013-05-01,9.63,157.29573936,0.084270426064,114.274965130548,0.0087508230596054,0.009574468085,0.006155105851,9.574468085
"4-2",6,"10",2013-05-16,17.235,131.27011111,0.16071502944465,107.23950373251,0.00932492192890339,0.0062131168823,0.01807185367305,3.358441558
"4-4",1,"35",2013-03-07,20.88,170.21781691,0.1244673274635,167.754867285337,0.00596107890150862,0.012240316902,0.0132923556345,8.160211268
"4-4",2,"35",2013-03-22,20.21,171.66740975,0.13253321444,152.490076434005,0.006557803782286,0.015180746888,0.012286038672,9.487966805
"4-4",3,"35",2013-04-08,13.665,157.59826172,0.1095122259764,124.780588451785,0.00801406703083791,0.01332703125,0.0071607427736,10.2515625
"4-4",4,"35",2013-04-17,18.97,116.26515755,0.123722877943,153.326533583705,0.00652202835756458,0.007774921875,0.008502200182,5.553515625
"4-4",5,"35",2013-05-01,18.27,186.85643519,0.1301029703696,140.427231969402,0.00712112590966612,0.01762,0.0122770296304,11.0125
"4-4",6,"35",2013-05-16,12.505,217.41825932,0.097822717585,127.833291782496,0.00782268833146741,0.0153440534,0.011833229015,12.27524272
"4-5",1,"5",2013-03-07,20.9,296.33407571,0.1266598663722,165.008858753914,0.00606028068766507,0.04143518181,0.0119049518178,23.01954545
"4-5",2,"5",2013-03-22,19,220.88908595,0.1480310736695,128.351430068123,0.0077911091405,0.028536047427,0.0134328789035,15.01897233
"4-5",3,"5",2013-04-08,16.18,231.9822816,0.138243189312,117.040123860883,0.00854407844944376,0.028763571402,0.012993239286,15.97976189
"4-5",4,"5",2013-04-17,13.62,171.01010919,0.1077686858053,126.381795400257,0.00791253199745228,0.0129574137927,0.009273900402,9.967241379
"4-5",5,"5",2013-05-01,12.14,132.91646083,0.1040500247004,116.674647939352,0.0085708422323229,0.008154080718,0.0077958945816,6.795067265
"4-5",6,"5",2013-05-16,14.57,136.57108371,0.11656290369915,124.996886124297,0.00800019929300961,0.00430674107085,0.01413035523,3.190178571
"4-6",1,"15",2013-03-07,30.23,65.580966542,0.15885123568786,190.303839117761,0.00525475473661462,0.00167977695164,0.0094689873605,0.9881040892
"4-6",3,"15",2013-04-08,33.46,96.19095029,0.2349903529246,142.388823981792,0.00702302309995816,0.0062400000286,0.0187696470468,2.400000011
"4-6",4,"15",2013-04-17,34.43,90.14898535,0.2638567942485,130.487449065169,0.0076635722988237,0.0051084615398,0.0210347442117,1.761538462
"4-6",6,"15",2013-05-16,23.61,133.68360673,0.1905896065194,123.878738359202,0.00807241027189327,0.007998029556,0.0214123639246,3.63546798
"4-7",1,"20",2013-03-07,13.4,187.60144862,0.0974878261656,137.453059802952,0.0072752109078806,0.015209620248,0.0073025535864,12.67468354
"4-7",2,"20",2013-03-22,12.36,192.4740833,0.08075259167,153.060103018239,0.00653338120307444,0.01358953488,0.00565787345,13.58953488
"4-7",3,"20",2013-04-08,13.015,251.3700229,0.1235239462215,105.364185634596,0.00949089098897426,0.024282197808,0.0171938559705,14.71648352
"4-7",4,"20",2013-04-17,8.88,209.70353635,0.079029646365,112.36289681707,0.00889973495101351,0.01305977011,0.007910583525,13.05977011
"4-7",5,"20",2013-05-01,9.07,129.58402228,0.0957457575492,94.7300458230672,0.0105563128499669,0.0068336138618,0.007420628589,6.212376238
"4-7",6,"20",2013-05-16,9.14,133.7781651,0.0822910743155,111.069153927408,0.00900339981570022,0.00489316901375,0.00781575667075,5.150704225
"5-2",1,"25",2013-03-07,19,196.16917572,0.1286129318848,147.73008998052,0.00676910167814737,0.019961018176,0.0114260499392,12.47563636
"5-2",2,"25",2013-03-22,15.6,169.26156849,0.1079959960963,144.449799658216,0.00692282026258333,0.0117177272732,0.0102862766305,9.013636364
"5-2",3,"25",2013-04-08,14.65,163.02310309,0.1088069965983,134.642076870164,0.00742709874391126,0.0077438521407,0.013449151261,5.956809339
"5-2",4,"25",2013-04-17,20.76,143.71261175,0.2140718470625,96.9767873957707,0.0103117460049374,0.0170833333325,0.018844819605,6.833333333
"5-2",6,"25",2013-05-16,16.075,138.95710675,0.13776686292,116.682630781356,0.00857025585816485,0.0078811428576,0.0143519942224,4.925714286
"5-3",1,"10",2013-03-07,13.9,228.70522525,0.1156942162125,120.144294633271,0.0083233249073741,0.02793344595,0.0063723378375,18.6222973
"5-3",2,"10",2013-03-22,11.29,240.66590991,0.0911200908108,123.902422611083,0.00807086721087688,0.021893823528,0.0069860856612,18.24485294
"5-3",3,"10",2013-04-08,13.305,196.79274055,0.12449712521475,106.869937575263,0.00935716837390079,0.0234342115635,0.00706866322175,15.11884617
"5-3",4,"10",2013-04-17,13.38,186.82758013,0.1382393113779,96.7886765829118,0.0103317870984978,0.018925473686,0.0128352149361,11.13263158
"5-3",5,"10",2013-05-01,6.39,223.99379251,0.0465603724494,137.241170202073,0.0072864432628169,0.00791923404,0.0055203935106,13.1987234
"5-3",6,"10",2013-05-16,11.165,149.34485865,0.12334499549575,90.5184677750846,0.0110474693681818,0.00930416666715,0.0123508378371,6.416666667
"5-4",3,"15",2013-04-08,14.885,86.39970494,0.1050640339319,141.675504384765,0.00705838319999328,0.00177668538035,0.00815928068775,1.544943809
"5-4",4,"15",2013-04-17,24,94.17933892,0.181164132216,132.476554307036,0.007548505509,0.002937583892,0.015898283892,1.468791946
"5-4",5,"15",2013-05-01,13.39,97.85832949,0.1082570004612,123.687151343151,0.00808491414945482,0.0014433179724,0.0102996815664,1.202764977
"5-4",6,"15",2013-05-16,26.395,137.38649284,0.2329056469332,113.329154305865,0.00882385478057208,0.0089485714278,0.028145781639,3.314285714
"5-5",1,"20",2013-03-07,21,190.52865052,0.20236783737,103.771430642927,0.00963656368428571,0.03515916955,0.01247299308,14.06366782
"5-5",2,"20",2013-03-22,12.28,84.10677571,0.1373839836435,89.3845095645616,0.0111876208178746,0.0020313084105,0.010584707946,1.354205607
"5-5",3,"20",2013-04-08,13.41,116.18144256,0.1369918764032,97.8890161379434,0.0102156507384937,0.00855530073455,0.00945282286225,5.519548861
"5-5",4,"20",2013-04-17,10.62,93.6462497,0.126889525042,83.6948518523086,0.0119481661998117,0.0041879569886,0.0089225179694,2.991397849
"5-5",5,"20",2013-05-01,10.59,103.0016875,0.134549746875,78.706948515023,0.0127053585339943,0.00212625,0.013324003125,1.4175
"5-5",6,"20",2013-05-16,9.935,116.95197023,0.10155052342355,97.8330752522348,0.010221492040619,0.0029562085311,0.01049326804535,2.570616114
"5-7",1,"35",2013-03-07,30.2,165.93150406,0.1584730142286,190.568723306013,0.00524745080227152,0.0181843902433,0.0133425955281,9.570731707
"5-7",2,"35",2013-03-22,35.98,109.7568959,0.222560776025,161.66370661809,0.00618568026750973,0.0058918269225,0.0215473970525,2.356730769
"5-7",3,"35",2013-04-08,27.115,114.25621415,0.1860061950285,145.774714631657,0.00685990024077079,0.0088267741926,0.0151670307789,4.203225806
"5-7",4,"35",2013-04-17,35.42,129.5918722,0.295938763452,119.686923020292,0.00835513166154715,0.0263728458512,0.0176883906968,7.756719368
"5-7",5,"35",2013-05-01,20.28,124.79296145,0.1837934780955,110.341238493035,0.00906279477788462,0.0079162149528,0.0182903069517,3.769626168
"5-7",6,"35",2013-05-16,34.62,133.17514815,0.294720449629,117.467247500404,0.0085130112544483,0.0201827777774,0.0250967725936,5.936111111
"5-8",2,"5",2013-03-22,16.84,102.26427557,0.1526150731531,110.342967126887,0.00906265280006532,0.0081194318188,0.0092654950281,4.776136364
"5-8",3,"5",2013-04-08,13.04,216.69937739,0.1174950933915,110.983357888401,0.00901035992266104,0.02142277992,0.0110821266885,14.28185328
"5-8",4,"5",2013-04-17,22.61,154.04460103,0.2199484037322,102.796836059465,0.00972792586166298,0.0241468725862,0.0159047236816,9.287258687
"5-8",6,"5",2013-05-16,14.335,137.30110523,0.1639127900063,87.4550424005902,0.0114344464601535,0.0095455299546,0.0165416800391,5.023963134
"6-1",1,"35",2013-03-07,40.2,158.36229077,0.2104094273075,191.056078211031,0.00523406535590796,0.0266419753,0.0129485973925,10.65679012
"6-1",2,"35",2013-03-22,50.68,145.1216658,0.350500117022,144.593389670164,0.00691594548188634,0.0382880208347,0.0212118621433,9.338541667
"6-1",3,"35",2013-04-08,47.43,186.39972697,0.3579841201332,132.491910485728,0.00754763061634409,0.0422204444948,0.039795435372,9.595555567
"6-1",4,"35",2013-04-17,27.35,135.13738285,0.1989184019445,137.493563856555,0.00727306771277879,0.0192774999997,0.0118040980558,8.381521739
"6-1",5,"35",2013-05-01,25.55,160.46667051,0.2434646655521,104.943359817987,0.00952894972806653,0.0289705990779,0.01756473537,9.989861751
"6-1",6,"35",2013-05-16,14.6,185.68892656,0.1465759932192,99.6070344081936,0.0100394515903562,0.020272610844,0.0131513959368,11.26256158
"6-3",1,"5",2013-03-07,27.1,121.67411687,0.1844484354573,146.924531687197,0.00680621533052767,0.017697729084,0.0078538354587,8.42749004
"6-3",2,"5",2013-03-22,27.14,142.49569318,0.2229511197732,121.730718498335,0.00821485334462786,0.0238520454536,0.0131968347732,9.173863636
"6-3",3,"5",2013-04-08,11.8,165.87472326,0.125118791511,94.3103738255223,0.0106032874161864,0.015158571435,0.009722637054,10.10571429
"6-3",4,"5",2013-04-17,15.23,125.48509797,0.1661578313857,91.6598385582368,0.0109099035709586,0.0124337634418,0.0114084051725,6.544086022
"6-3",5,"5",2013-05-01,7.57,143.03659419,0.0599874384067,126.193086437152,0.00792436438661823,0.0037414054055,0.0062711561878,5.344864865
"6-3",6,"5",2013-05-16,10.24,138.07813066,0.1120498430142,91.3879013529924,0.0109423674818555,0.0080631553392,0.0098870016466,6.202427184
"6-4",1,"20",2013-03-07,15.9,149.81001466,0.1105246980942,143.859248422904,0.00695123887384906,0.013401973689,0.0060733282168,10.30921053
"6-4",2,"20",2013-03-22,22.27,158.92893254,0.1766249241666,126.086395252994,0.00793106978745397,0.0184252606629,0.0149498151705,8.773933649
"6-4",3,"20",2013-04-08,23.825,89.18735743,0.23225722385535,102.580232401461,0.00974846689844071,0.0063562499724,0.01638652617225,2.492647048
"6-4",4,"20",2013-04-17,24.51,58.35727531,0.2636599629132,92.9606441918107,0.0107572404289351,0.0036116599204,0.0127283771664,1.289878543
"6-4",5,"20",2013-05-01,19.39,116.78296524,0.1413147255616,137.211461317581,0.00728802091601857,0.0062055605376,0.0124797139008,3.878475336
"6-4",6,"20",2013-05-16,23,114.08874544,0.1683231383664,136.641938970591,0.00731839732027826,0.007610390625,0.0140664710086,4.00546875
"6-5",1,"10",2013-03-07,31.2,200.11973165,0.1999700670875,156.023351166592,0.00640929702203526,0.034090042375,0.0159398905375,13.63601695
"6-5",2,"10",2013-03-22,25.21,177.62229536,0.164475540928,153.275069701919,0.00652421820420468,0.02451755726,0.011006901812,12.25877863
"6-5",3,"10",2013-04-08,21.24,204.49160059,0.1670567638761,127.14241259787,0.00786519603936441,0.02559951219,0.0173437239339,12.1902439
"6-5",4,"10",2013-04-17,17.65,136.20583137,0.172758833726,102.165542677796,0.00978803590515581,0.017197647058,0.010043519216,8.598823529
"6-5",5,"10",2013-05-01,11.91,180.0432606,0.090195241334,132.046877682785,0.00757306812208228,0.011170188678,0.008634569988,10.15471698
"6-5",6,"10",2013-05-16,21.39,164.22196138,0.1838711684964,116.331451934069,0.00859612755943899,0.0170841114972,0.0190447200064,7.765505226
"6-6",1,"15",2013-03-07,30.5,132.47774809,0.1995301179393,152.859128812215,0.00654197107997705,0.0198835877864,0.0105862942743,8.645038168
