"ID","Date","plot","pot","volume","campaign","CO2","CO2R","Photo","Cond","Ci","Tleaf","VpdL","Area","Trmmol"
"2-3",2013-04-08,2,3,"1000",3,1600,1599.6777344,36.902134668,0.8161219816,1440.7718318,24.88822937,0.6975673678,6,4.4517655506
"2-3",2013-04-17,2,3,"1000",4,1600,1600.9578128,28.602195518,0.3908810102,1402.0583408,24.463726426,1.1182297346,6,3.8916313338
"2-3",2013-05-01,2,3,"1000",5,1600,1599.275537,24.930671328,0.368996909,1412.2595258,25.23332939,1.2363198454,6,4.0932525334
"2-3",2013-05-16,2,3,"1000",6,1600,1600.3431152,27.019050664,0.1961184062,1299.1732394,24.740333558,1.32871434,6,2.4791199602
"2-4",2013-03-07,2,4,"25",1,1600,1600.6217286,33.411639746,0.6265312396,1396.5301066,26.113135908,1.501843633,6,6.5921336398
"2-4",2013-03-22,2,4,"25",2,1600,1599.6802978,23.384376658,0.1347393664,1248.0387544,25.69954529,1.3700065194,6,1.793104179
"2-4",2013-04-08,2,4,"25",3,1600,1598.7299562,22.154895592,0.1724261592,1325.5496878,25.644566724,1.1591021638,6,1.895215974
"2-4",2013-04-17,2,4,"25",4,1600,1599.6527832,19.919640216,0.1775811112,1349.8233914,25.26669693,1.3801109998,6,2.3369553738
"2-4",2013-05-01,2,4,"25",5,1600,1600.1231694,24.108382758,0.2073308428,1339.27322,25.776442718,1.2667272254,6,2.4842662746
"2-4",2013-05-16,2,4,"25",6,1600,1600.703369,26.165757868,0.1671140534,1268.890614,25.113969804,1.4405487134,6,2.3128439896
"2-6",2013-03-07,2,6,"5",1,1600,1599.6950438,26.78455815,0.4026177828,1390.6497626,26.458807372,1.5375165038,6,4.8724431406
"2-6",2013-03-22,2,6,"5",2,1600,1600.1641114,20.85451653,0.06936911,1047.2960872,26.483818818,1.6251762892,6,1.1200762928
"2-6",2013-04-08,2,6,"5",3,1600,1599.94187,20.61161356,0.2002237776,1371.4315804,24.865393064,1.0794362934,6,2.0287819888
"2-6",2013-04-17,2,6,"5",4,1600,1600.0778564,19.698913596,0.3434785864,1440.0435474,24.837489698,1.1748416784,6,3.648411444
"2-6",2013-05-01,2,6,"5",5,1600,1598.8584964,23.487726386,0.4943173778,1449.7513722,24.887384796,1.0520385894,6,4.4936090136
"2-6",2013-05-16,2,6,"5",6,1600,1601.4362792,26.829694386,0.403304289,1413.581173,24.764380264,1.1892075822,6,4.2754190824
"2-7",2013-03-07,2,7,"35",1,1600,1599.5221434,33.398552336,0.2453831962,1265.8281538,26.822584152,1.661001121,6,3.5119487562
"2-7",2013-03-22,2,7,"35",2,1600,1601.0326418,28.411285138,0.5734360748,1436.0474576,25.098836898,1.152916587,6,5.5962101034
"2-7",2013-04-08,2,7,"35",3,1600,1600.2478516,21.578842618,0.3703185226,1442.6742936,24.67936478,0.9345370738,6,3.0776956838
"2-7",2013-04-17,2,7,"35",4,1600,1600.5136718,21.89944807,0.4395552148,1447.053264,25.260974504,1.1800634828,6,4.5566483628
"2-7",2013-05-01,2,7,"35",5,1600,1600.590332,23.780564998,0.2645166056,1375.5913312,25.42935524,1.4617637274,6,3.585589681
"2-7",2013-05-16,2,7,"35",6,1600,1599.4367922,23.11013763,0.137810723,1253.9733272,25.237958526,1.5117925168,6,2.0215196824
"2-8",2013-03-07,2,8,"10",1,1600,1598.8282472,22.168197226,0.2355906126,1354.8310932,26.89870033,1.6849102652,6,3.440485825
"2-8",2013-03-22,2,8,"10",2,1600,1600.8023192,15.301547584,0.1205024634,1335.1676762,25.849353026,1.4210912852,6,1.6716597308
"2-8",2013-04-08,2,8,"10",3,1600,1599.551758,18.0691527,0.1567280032,1351.8308642,26.190465548,1.2544267966,6,1.8753340862
"2-8",2013-04-17,2,8,"10",4,1600,1600.2911378,18.707791664,0.4478715424,1466.5869628,24.476127622,1.1219561834,6,4.3981873204
"2-8",2013-05-01,2,8,"10",5,1600,1598.9435302,15.386707414,0.3134206344,1459.5198584,24.473164364,1.197901622,5.900000095,3.431597793
"2-8",2013-05-16,2,8,"10",6,1600,1599.1644044,26.3521664,0.2892644552,1374.9448442,24.90111694,1.1932291376,6,3.1907931702
"3-1",2013-03-07,3,1,"5",1,1600,1600.3584228,21.784697838,0.3883065382,1433.9745306,25.29904518,1.3195818138,6,4.5505237214
"3-1",2013-03-22,3,1,"5",2,1600,1600.474585,13.610814052,0.1970555742,1423.5906026,24.831258394,1.608534678,5.900000095,2.971441051
"3-1",2013-04-08,3,1,"5",3,1600,1599.955176,15.881424914,0.2367061506,1427.0370666,25.003707888,1.390070644,6,3.0442535748
"3-1",2013-04-17,3,1,"5",4,1600,1600.0139402,19.627820688,0.4958852416,1462.2581446,25.62248268,1.2854767014,6,5.518377408
"3-1",2013-05-01,3,1,"5",5,1600,1600.8931642,18.042357098,0.3314864114,1441.8753852,25.5196064,1.4378420588,5.800000191,4.343625823
"3-1",2013-05-16,3,1,"5",6,1600,1600.8660156,18.203196,0.2520419828,1421.3258532,24.99583168,1.1676845076,6,2.7545994514
"3-2",2013-03-07,3,2,"1000",1,1600,1600.4204344,34.7734356,0.7367918966,1442.9839394,25.584094622,0.676673926,6,4.0122154336
"3-2",2013-03-22,3,2,"1000",2,1600,1600.5774168,37.961791872,0.662479421,1409.0354272,24.663370516,1.091111292,6,5.8830755866
"3-2",2013-04-08,3,2,"1000",3,1600,1600.426465,32.059886666,0.66766043,1434.1923936,24.316947174,1.0623732906,6,5.7584083402
"3-2",2013-04-17,3,2,"1000",4,1600,1599.8992674,34.805017208,0.5226022616,1395.5411876,25.27429733,1.2376285402,6,5.5526527258
"3-2",2013-05-01,3,2,"1000",5,1600,1601.0864502,30.281718654,0.5833383956,1423.7257172,24.548201372,1.3277506336,6,6.511356201
"3-2",2013-05-16,3,2,"1000",6,1600,1599.5156984,37.50604502,0.1765643706,1163.7935012,24.973968506,1.3070009722,6,2.212346388
"3-3",2013-03-07,3,3,"25",1,1600,1598.9945314,19.972933164,0.1874571866,1360.2266998,25.33848038,1.2932544512,6,2.297121961
"3-3",2013-03-22,3,3,"25",2,1600,1598.8917234,15.63870055,0.159686078,1374.5439816,26.169368362,1.567867494,6,2.380334053
"3-3",2013-04-08,3,3,"25",3,1600,1599.4502198,19.775254396,0.3170352878,1426.5839952,25.535272598,1.368150888,6,3.9159912808
"3-3",2013-04-17,3,3,"25",4,1600,1600.6233642,25.502405522,0.5114914446,1436.2613416,25.58799782,1.3001228418,6,5.7298452342
"3-3",2013-05-01,3,3,"25",5,1600,1599.6143798,30.995542492,0.2830653852,1327.378822,26.58392868,1.6037905934,6,4.195649388
"3-3",2013-05-16,3,3,"25",6,1600,1600.2921874,31.097659494,0.2746046906,1333.108536,24.379587174,1.203712827,6,3.0677356158
"3-4",2013-03-07,3,4,"20",1,1600,1599.8512206,21.699101828,0.159022979,1314.0296996,25.757714078,1.1904214174,6,1.8131382412
"3-4",2013-03-22,3,4,"20",2,1600,1599.2659178,22.872530392,0.3591351068,1421.3350384,25.640755462,1.2692952112,6,4.065639572
"3-4",2013-04-08,3,4,"20",3,1600,1601.1278562,25.001328782,0.6316862842,1458.3288522,24.516613388,1.1234713622,6,5.8232122496
"3-4",2013-04-17,3,4,"20",4,1600,1598.812378,27.15532787,0.5400705972,1430.4262166,25.155226516,1.3084864434,6,6.0326340868
"3-4",2013-05-01,3,4,"20",5,1600,1599.6921632,36.048105368,0.4860433586,1376.4208218,25.154185486,1.4178983356,6,5.9702075096
"3-4",2013-05-16,3,4,"20",6,1600,1600.7196778,37.333746022,0.4932036748,1380.8448388,25.226054764,1.1484354686,6,4.9212110984
"3-5",2013-03-07,3,5,"35",1,1600,1599.6060792,36.30029056,0.3580985368,1347.3645362,25.69274788,0.9966077698,6,3.2072433398
"3-5",2013-03-22,3,5,"35",2,1600,1600.3623778,28.378781108,0.2659654004,1346.8725348,25.650606918,1.267809524,6,3.0977795464
"3-5",2013-04-08,3,5,"35",3,1600,1599.9562012,23.6934291,0.1859978214,1318.5094728,25.23942795,1.4390787506,6,2.5197828512
"3-5",2013-04-17,3,5,"35",4,1600,1600.2272704,25.38049822,0.103905605,1134.1142874,24.931184004,1.3731951274,6,1.3975945038
"3-5",2013-05-01,3,5,"35",5,1600,1600.7857178,24.680962828,0.135282793,1229.2803066,25.197626116,1.5234332998,6,1.9952748848
"3-5",2013-05-16,3,5,"35",6,1600,1599.4151852,29.161139328,0.1265204658,1144.3039252,25.334835432,1.5407718062,6,1.8998352602
"3-6",2013-03-07,3,6,"10",1,1600,1598.59209,31.32519138,0.656957869,1444.7666292,25.557150652,0.7362219354,6,3.9799007612
"3-6",2013-03-22,3,6,"10",2,1600,1600.9245606,25.603453986,0.2129805704,1323.152816,26.2637043,1.5849509308,6,3.1549896166
"3-6",2013-04-08,3,6,"10",3,1600,1600.0853518,20.43429976,0.2345079858,1388.3178666,24.795220946,1.3775728578,6,2.992039712
"3-6",2013-04-17,3,6,"10",4,1600,1599.6325438,24.529160012,0.4430629086,1427.6198068,24.659486388,1.3575366508,6,5.2815314236
"3-6",2013-05-01,3,6,"10",5,1600,1599.9696778,25.079686578,0.3951350018,1415.3188648,24.598604966,1.3502368808,6,4.7492464566
"3-6",2013-05-16,3,6,"10",6,1600,1600.2069336,28.73742841,0.2555237,1337.2912806,24.89713211,1.2462239996,6,2.976315236
"3-7",2013-03-07,3,7,"15",1,1600,1599.4389892,22.126510146,0.3080952804,1407.1525898,25.908211518,1.434889761,5.800000191,4.0405645306
"3-7",2013-03-22,3,7,"15",2,1600,1599.1662598,30.721758998,0.6290175352,1434.555715,25.280708312,1.1136172662,5.800000191,5.793370541
"3-7",2013-04-08,3,7,"15",3,1600,1599.7475342,26.436044766,0.5507491758,1441.4389338,24.427742386,1.151204264,6,5.3277380278
"3-7",2013-04-17,3,7,"15",4,1600,1600.2857418,28.928063646,0.509680131,1420.8602144,25.217921066,1.253773407,6,5.5095220426
"3-7",2013-05-01,3,7,"15",5,1600,1600.0084964,20.40674792,0.3300818528,1423.2099416,25.307162096,1.473887473,6,4.4234180374
"3-7",2013-05-16,3,7,"15",6,1600,1599.7885744,24.795859176,0.1579588148,1272.8968084,24.985728072,1.3179807076,6,2.0088183802
"4-1",2013-03-07,4,1,"25",1,1600,1599.6135252,29.543890878,0.2393215664,1297.6014452,27.898514938,1.5281028686,6,3.166956362
"4-1",2013-03-22,4,1,"25",2,1600,1599.7365968,16.51416552,0.1027603864,1279.0646222,25.168020632,1.433332494,6,1.4398354804
"4-1",2013-04-08,4,1,"25",3,1600,1600.0930664,14.91399358,0.2136973606,1420.8081914,25.36597519,1.5436559308,6,3.074193142
"4-1",2013-04-17,4,1,"25",4,1600,1599.99397,19.11330059,0.2419603334,1408.19507,24.990854644,1.1771643664,6,2.6659780082
"4-1",2013-05-01,4,1,"25",5,1600,1599.7121826,22.203971732,0.2177327998,1356.4175198,24.129909896,1.5878298212,6,3.2117377602
"4-1",2013-05-16,4,1,"25",6,1600,1599.1210448,22.171291992,0.2580575316,1383.5608754,24.675119016,1.4371870144,6,3.4747414658
"4-2",2013-03-07,4,2,"10",1,1600,1600.171411,22.117936652,0.1162509926,1206.2166284,28.739956282,1.7124512024,6,1.8644976176
"4-2",2013-03-22,4,2,"10",2,1600,1600.414087,15.520103804,0.1636316148,1383.131374,25.424332046,1.4728050882,6,2.3083971862
"4-2",2013-04-08,4,2,"10",3,1600,1599.4143308,14.79410738,0.279684101,1456.3610198,24.998653032,1.161963061,6,2.9681961302
"4-2",2013-04-17,4,2,"10",4,1600,1599.0687502,20.036318446,0.4436145106,1453.8989144,25.348689652,1.2503179046,6,4.8623169966
"4-2",2013-05-01,4,2,"10",5,1600,1599.4258788,21.392812444,0.3687187456,1429.589125,24.256563186,1.3804699316,6,4.5114612672
"4-2",2013-05-16,4,2,"10",6,1600,1599.8922852,20.072400906,0.280360603,1410.7477446,24.90665779,1.4082420232,6,3.67507821
"4-4",2013-03-07,4,4,"35",1,1600,1599.905298,27.358603328,0.0587425116,756.53257548,28.649683764,1.9702082846,6,1.1252224266
"4-4",2013-03-22,4,4,"35",2,1600,1600.6301514,17.016487022,0.1427266536,1342.810275,25.256199266,1.4736886002,6,2.028027884
"4-4",2013-04-08,4,4,"35",3,1600,1599.7008056,22.851540034,0.3689200374,1429.8070822,25.298495482,1.0840507236,6,3.554881356
"4-4",2013-04-17,4,4,"35",4,1600,1599.0502194,21.059934728,0.152919646,1303.9406822,25.238476944,1.5442258628,5.900000095,2.269212908
"4-4",2013-05-01,4,4,"35",5,1600,1598.8746826,26.52390399,0.179980236,1277.2458062,24.576966476,1.6026418158,6,2.7149085734
"4-4",2013-05-16,4,4,"35",6,1600,1599.912915,29.866777172,0.2835668458,1340.8578538,25.150226974,1.4204728166,6,3.7477534374
"4-5",2013-03-07,4,5,"5",1,1600,1599.4544188,21.944980274,0.0529630746,851.93352424,28.523673248,1.807073628,6,0.9338617724
"4-5",2013-03-22,4,5,"5",2,1600,1600.0709472,16.486449376,0.1927240736,1396.220078,25.382869722,1.4369245334,6,2.6272743728
"4-5",2013-04-08,4,5,"5",3,1600,1599.2534912,22.262609498,0.4077922216,1445.5585188,24.548119354,0.9480618774,6,3.3929559796
"4-5",2013-04-17,4,5,"5",4,1600,1600.0294678,25.231935544,0.5211636582,1443.595691,24.912036132,1.1339357326,6,5.0600748482
"4-5",2013-05-01,4,5,"5",5,1600,1599.6461912,22.469804674,0.2616090288,1382.842035,24.86153946,1.4934939612,6,3.584233311
"4-5",2013-05-16,4,5,"5",6,1600,1601.7834474,24.950353122,0.2014985518,1323.3824166,25.28956375,1.414651501,6,2.724579289
"4-6",2013-03-07,4,6,"15",1,1600,1599.3805418,31.483342228,0.263833164,1289.08283,28.29501152,1.918581518,6,4.3178858306
"4-6",2013-03-22,4,6,"15",2,1600,1600.258496,22.478590584,0.4353284042,1445.4124838,24.732791902,1.105951117,6,4.231443757
"4-6",2013-04-08,4,6,"15",3,1600,1599.4956298,23.161289826,0.492214081,1447.4582904,24.95194855,1.1980717218,6,5.041962442
"4-6",2013-04-17,4,6,"15",4,1600,1600.2383056,23.680366272,0.5626722576,1455.9740082,25.15521164,1.1286229444,6,5.3739627872
"4-6",2013-05-01,4,6,"15",5,1600,1599.4961182,24.241540786,0.4713628078,1438.5990952,24.331062318,1.215338112,6,4.924378229
"4-6",2013-05-16,4,6,"15",6,1600,1600.381665,31.996002836,0.4150266932,1379.7008716,25.443760302,1.4259860584,6,5.2875135388
"4-7",2013-03-07,4,7,"20",1,1600,1599.8374756,19.808783102,0.106410832,1210.784733,28.034869004,1.9991531192,6,2.000078228
"4-7",2013-03-22,4,7,"20",2,1600,1599.6644044,18.181752408,0.2124660008,1392.489182,25.528629686,1.439263005,6,2.8829086472
"4-7",2013-04-17,4,7,"20",4,1600,1599.233545,25.796474142,0.3219991508,1391.9806708,25.099993134,1.2800559902,5.800000191,3.7621454734
"4-7",2013-05-01,4,7,"20",5,1600,1599.7505372,38.381041682,0.5013522188,1375.5989126,25.057685468,1.2792444164,5.800000191,5.4939017478
"4-7",2013-05-16,4,7,"20",6,1600,1599.634717,38.017776144,0.404327143,1356.3337956,24.72864113,1.3345552346,5,4.9149275884
"4-8",2013-03-07,4,8,"1000",1,1600,1599.8453126,40.455795122,0.4316032226,1322.9866242,27.798080824,1.3695446168,6,4.5955215526
"4-8",2013-03-22,4,8,"1000",2,1600,1600.0144532,36.252423324,0.3713822476,1343.6291048,26.204891202,1.339211305,6,4.4671579854
"4-8",2013-04-08,4,8,"1000",3,1600,1600.5389894,30.488835966,0.4261896218,1402.2628832,24.27192192,1.07594096,6,3.9973028352
"4-8",2013-04-17,4,8,"1000",4,1600,1600.0719486,29.527741664,0.3471914856,1378.8289868,24.977705384,1.2098895032,6,3.7928387682
"4-8",2013-05-01,4,8,"1000",5,1600,1600.93833,30.014836136,0.2167415298,1291.1069548,24.367998122,1.4320289922,6,2.8873315156
"4-8",2013-05-16,4,8,"1000",6,1600,1600.8777102,35.562868946,0.3551139502,1340.3263564,24.94084892,1.3810874272,6,4.4610512534
"5-2",2013-03-07,5,2,"25",1,1600,1600.4255128,15.606365456,0.2493046496,1421.800239,26.062429808,1.6108145352,6,3.448307227
"5-2",2013-03-22,5,2,"25",2,1600,1601.4328124,17.056889706,0.1800453358,1368.5011848,29.03258095,1.9411877588,6,3.356667866
"5-2",2013-04-08,5,2,"25",3,1600,1599.3839596,24.859589884,0.4960425478,1444.7920656,24.857398224,1.03176342,6,4.3779957224
"5-2",2013-04-17,5,2,"25",4,1600,1600.1854736,29.793442906,0.6184659598,1433.3022192,25.676443098,1.1917289788,6,6.1462268526
"5-2",2013-05-01,5,2,"25",5,1600,1601.042139,30.231846832,0.5024237662,1422.09099,24.822855378,1.0135361996,6,4.3450740336
"5-2",2013-05-16,5,2,"25",6,1600,1600.0192628,27.115687222,0.3340037828,1382.8400972,25.490879438,1.4214793394,6,4.3311863996
"5-3",2013-03-07,5,3,"10",1,1600,1599.2791018,26.963009152,0.1901392622,1271.0251894,25.915359878,1.6753337546,6,2.8344287672
"5-3",2013-03-22,5,3,"10",2,1600,1600.797241,26.858265392,0.102634335,1094.8909546,29.173460006,1.8485359938,5.800000191,1.8737118208
"5-3",2013-04-08,5,3,"10",3,1600,1600.3578616,21.424757302,0.1879370842,1349.319026,24.425070954,1.2286008134,6,2.172100215
"5-3",2013-04-17,5,3,"10",4,1600,1600.711426,20.22960869,0.1500764846,1316.6710074,24.739242174,1.3203481616,6,1.9067524512
"5-3",2013-05-01,5,3,"10",5,1600,1600.0555666,23.358419308,0.2761866388,1400.1354196,24.415159606,1.141738345,5,2.9163287246
"5-3",2013-05-16,5,3,"10",6,1600,1599.1260985,24.6036928,0.25244622175,1362.4697425,25.1821889875,1.40502739125,6,3.31985053175
"5-4",2013-03-07,5,4,"15",1,1600,1599.938159,18.08391358,0.7059723462,1480.5651382,25.420214462,1.2096227454,6,5.7635171742
"5-4",2013-03-22,5,4,"15",2,1600,1599.7596678,22.185302844,0.5548805288,1452.0916526,27.663765336,1.4077204122,6,6.6713141892
"5-4",2013-04-08,5,4,"15",3,1600,1599.330957,17.166990188,0.4504093668,1474.9611134,24.875094224,1.101019068,6,4.2990974278
"5-4",2013-04-17,5,4,"15",4,1600,1600.7563476,22.815594995,0.720682334,1472.4485692,25.128421593,1.1238135398,6,6.5527316627
"5-4",2013-05-01,5,4,"15",5,1600,1599.4465818,22.036883378,0.3874241174,1436.4493376,24.955232622,1.1600988032,6,3.9697630708
"5-4",2013-05-16,5,4,"15",6,1600,1600.365259,26.080576578,0.4427746928,1425.8335568,24.736177444,1.1672311764,6,4.558444408
"5-5",2013-03-07,5,5,"20",1,1600,1599.7432374,20.050237156,0.2692653276,1395.7640712,26.291954804,1.4930089736,6,3.4163267644
"5-5",2013-03-22,5,5,"20",2,1600,1599.1457274,25.443155072,0.2354845156,1343.4426376,26.61368904,1.5916838572,5.5,3.542235746
"5-5",2013-04-08,5,5,"20",3,1600,1600.8659914,31.822856302,0.7143817918,1444.6253212,24.896471784,0.9224629226,6,5.2944264598
"5-5",2013-04-17,5,5,"20",4,1600,1599.4899412,32.745769976,0.719288688,1440.996994,23.815694046,0.976407184,5.699999809,5.730331126
"5-5",2013-05-01,5,5,"20",5,1600,1599.88232425,31.3662613725,0.367869068,1382.09330275,24.55881357,1.233413901,5.199999809,4.07938100575
"5-5",2013-05-16,5,5,"20",6,1600,1599.124054,25.4191886625,0.25175619,1362.6237725,25.37110901,1.4207160495,5,3.3871489175
