"ID","Date","volume","campaign","Photo","Nperc","area","mass","sla","massarea","Nmass","Narea","Npercentage","starch_mgperg","sugars_mgperg","starch","sugars","tnc","Nmass_notnc","lma_notnc","A_mass"
"6-7","2013-03-22","25",2,24.600533214,0.011,23.8,0.27,0.00881481481481481,113.44537815126,0.00297,0.801346801346801,1.1,168.5320755,60.94833302,0.1685320755,0.06094833302,0.22948040852,0.0038545418349393,147.23230843924,216.849144627111
"6-7","2013-04-08","25",3,28.10720997,0.013,19.4505,0.23,0.00845673913043478,118.248888203388,0.00299,0.650518394648829,1.3,143.7539063,65.5138623,0.1437539063,0.0655138623,0.2092677686,0.00378130532848797,149.543528779682,237.695342400646
"6-7","2013-04-17","25",4,29.73894317,0.014,27.76,0.24,0.0115666666666667,86.4553314121037,0.00336,0.826190476190476,1.4,99.72151899,48.83433615,0.09972151899,0.04883433615,0.14855585514,0.0039462365444447,101.539639369203,343.980442666334
"6-7","2013-05-01","25",5,30.23633066,0.018,18.31,0.16,0.01144375,87.3839432004369,0.00288,0.635763888888889,1.8,87.40140845,83.97306925,0.08740140845,0.08397306925,0.1713744777,0.00347563516026641,105.456494941028,346.017008990375
"6-7","2013-05-16","25",6,34.312005446,0.017,24.16,0.25,0.009664,103.476821192053,0.00425,0.568470588235294,1.7,89.43497758,63.98347422,0.08943497758,0.06398347422,0.1534184518,0.00502018973722773,122.229006068069,331.591220630144
"6-8","2013-03-07","free",1,36.347598248,0.028,27.3,0.16,0.0170625,58.6080586080586,0.00448,0.609375,2.8,62.85869565,66.6407971,0.06285869565,0.0666407971,0.12949949275,0.00514646454848461,67.3268517593487,620.1808951065
"6-8","2013-03-22","free",2,37.560760432,0.032,37.94,0.26,0.0145923076923077,68.5292567211387,0.00832,0.456009615384615,3.2,19.29056604,87.76039568,0.01929056604,0.08776039568,0.10705096172,0.0093174410221954,76.744868725252,548.0981733808
"6-8","2013-04-08","free",3,31.404724274,0.027,24.89,0.165,0.0150848484848485,66.2916834069908,0.004455,0.558698092031425,2.7,44.48809536,110.5606349,0.04448809536,0.1105606349,0.15504873026,0.005272493408254,78.4562208272548,473.735507381734
"6-8","2013-04-17","free",4,31.096301856,0.02,25.08,0.24,0.01045,95.6937799043062,0.0048,0.5225,2,71.53220339,51.50467458,0.07153220339,0.05150467458,0.12303687797,0.00547343426356279,109.119502862097,324.9563543952
"6-8","2013-05-01","free",5,32.036100588,0.023,27.47,0.24,0.0114458333333333,87.3680378594831,0.00552,0.497644927536232,2.3,24.48086124,90.89470694,0.02448086124,0.09089470694,0.11537556818,0.00623993618245804,98.7628588097377,366.679867980149
"6-8","2013-05-16","free",6,40.099790665,0.025,21.31,0.23,0.00926521739130435,107.93054903801,0.00575,0.370608695652174,2.5,56.36915888,103.8234412,0.05636915888,0.1038234412,0.16019260008,0.00684680797114641,128.518216258028,371.533277857022
"7-1","2013-03-07","15",1,21.364007056,0.015,18.5,0.13,0.0142307692307692,70.2702702702703,0.00195,0.948717948717949,1.5,69.54166667,50.0799537,0.06954166667,0.0500799537,0.11962162037,0.00221495671079466,79.8182598484563,304.026254258461
"7-1","2013-04-08","15",3,18.879615466,0.01,18.865,0.185,0.0101972972972973,98.0652001060164,0.00185,1.01972972972973,1,110.4705882,56.15910784,0.1104705882,0.05615910784,0.16662969604,0.00221990151461984,117.673019592888,192.521051765454
"7-1","2013-04-17","15",4,19.018874622,0.009,13.94,0.14,0.00995714285714286,100.430416068867,0.00126,1.10634920634921,0.9,111.7237762,71.32226505,0.1117237762,0.07132226505,0.18304604125,0.00154231457783483,122.932773619865,189.373651593343
"7-1","2013-05-01","15",5,22.48698128,0.01,18.52,0.21,0.00881904761904762,113.390928725702,0.0021,0.881904761904762,1,112.2686916,59.805625,0.1122686916,0.059805625,0.1720743166,0.00253645954232998,136.957858657126,198.313758716952
"7-1","2013-05-16","15",6,21.712212978,0.01,16.53,0.2,0.008265,120.992135511192,0.002,0.8265,1,145.4571429,104.6269944,0.1454571429,0.1046269944,0.2500841373,0.00266696585507498,161.340947070477,179.45144026317
"7-2","2013-03-07","free",1,34.536086724,0.03,22,0.15,0.0146666666666667,68.1818181818182,0.0045,0.488888888888889,3,35.74253731,45.01094527,0.03574253731,0.04501094527,0.08075348258,0.00489531362341182,74.1714185365428,506.529271952001
"7-2","2013-03-22","free",2,40.528198092,0.032,32.72,0.22,0.0148727272727273,67.2371638141809,0.00704,0.464772727272727,3.2,3.294871795,68.34690302,0.003294871795,0.06834690302,0.071641774815,0.0075832796101926,72.4258825851219,602.764837077383
"7-2","2013-04-08","free",3,31.336866836,0.029,22.77,0.15,0.01518,65.8761528326746,0.00435,0.523448275862069,2.9,46.05283019,87.17286792,0.04605283019,0.08717286792,0.13322569811,0.00501860748584128,76.0015066079275,475.69363857048
"7-2","2013-04-17","free",4,32.9117206,0.028,29.58,0.2,0.01479,67.6132521974307,0.0056,0.528214285714286,2.8,13.6374502,49.50676627,0.0136374502,0.04950676627,0.06314421647,0.00597744081687753,72.1703952583494,486.764347674
"7-2","2013-05-01","free",5,32.82545562,0.029,22.5,0.2,0.01125,88.8888888888889,0.0058,0.387931034482759,2.9,9.839712919,74.15832536,0.009839712919,0.07415832536,0.083998038279,0.00633186416883088,97.0400638901285,369.286375725
"7-2","2013-05-16","free",6,39.811355458,0.022,26.97,0.29,0.0093,107.52688172043,0.00638,0.422727272727273,2.2,53.41747573,82.42882605,0.05341747573,0.08242882605,0.13584630178,0.00738294589624698,124.430274315687,370.2456057594
"7-3","2013-03-22","25",2,23.956832308,0.011,9.46,0.06,0.0157666666666667,63.4249471458774,0.00066,1.43333333333333,1.1,34.34439834,77.58328786,0.03434439834,0.07758328786,0.1119276862,0.000743182722559952,71.4186740880215,377.719389389467
"7-3","2013-04-08","25",3,21.393198262,0.025,7.74,0.06,0.0129,77.5193798449612,0.0015,0.516,2.5,98.11067194,74.3883192,0.09811067194,0.0743883192,0.17249899114,0.00181268661178608,93.6788946659475,275.9722575798
"7-3","2013-04-17","25",4,24.586232104,0.017,10.5,0.07,0.015,66.6666666666667,0.00119,0.88235294117647,1.7,84.01239669,54.87049174,0.08401239669,0.05487049174,0.13888288843,0.00138192585423181,77.4188153631265,368.79348156
"7-3","2013-05-01","25",5,32.717469142,0.017,18.7,0.17,0.011,90.9090909090909,0.00289,0.647058823529412,1.7,100.0647321,62.41425781,0.1000647321,0.06241425781,0.16247898991,0.0034506597030795,108.545445205395,359.892160562
"7-3","2013-05-16","25",6,23.761569808,0.016,18.83,0.18,0.0104611111111111,95.5921402018056,0.00288,0.653819444444444,1.6,91.43414634,71.98233333,0.09143414634,0.07198233333,0.16341647967,0.00344257319205135,114.264909454705,248.572421935911
"7-4","2013-03-07","10",1,25.438236316,0.01,16.7,0.21,0.00795238095238095,125.748502994012,0.0021,0.795238095238095,1,157.3902439,41.09659892,0.1573902439,0.04109659892,0.19848684282,0.0026200443263945,156.88888182003,202.294545941524
"7-4","2013-03-22","10",2,27.695079704,0.018,9.28,0.1,0.00928,107.758620689655,0.0018,0.515555555555555,1.8,7.975903614,70.59231024,0.007975903614,0.07059231024,0.078568213854,0.00195348155670722,116.946932274139,257.01033965312
"7-4","2013-04-08","10",3,27.29633722,0.017,15.655,0.155,0.0101,99.009900990099,0.002635,0.594117647058823,1.7,61.77220089,90.26877896,0.06177220089,0.09026877896,0.15204097985,0.00310746148974732,116.76260130187,275.693005922
"7-4","2013-04-17","10",4,31.536953216,0.017,11.65,0.13,0.00896153846153846,111.587982832618,0.00221,0.527149321266968,1.7,41.07089552,51.36885199,0.04107089552,0.05136885199,0.09243974751,0.00243510003213186,122.953801167981,282.619619204923
"7-4","2013-05-01","10",5,26.542199762,0.017,18.84,0.16,0.011775,84.9256900212314,0.00272,0.692647058823529,1.7,61.96621622,65.80098536,0.06196621622,0.06580098536,0.12776720158,0.00311843352477358,97.365852528212,312.53440219755
"7-4","2013-05-16","10",6,28.957232772,0.017,16.16,0.14,0.0115428571428571,86.6336633663366,0.00238,0.678991596638655,1.7,74.90625,67.22443452,0.07490625,0.06722443452,0.14213068452,0.00277431533807492,100.987017256659,334.249201139656
"7-5","2013-03-07","20",1,20.475249756,0.009,18.6,0.18,0.0103333333333333,96.7741935483871,0.00162,1.14814814814815,0.9,187.7142857,39.25194444,0.1877142857,0.03925194444,0.22696623014,0.00209563936682014,125.187536847082,211.577580811999
"7-5","2013-03-22","20",2,22.2039875,0.012,16.94,0.2,0.00847,118.063754427391,0.0024,0.705833333333333,1.2,239.9464286,38.47454241,0.2399464286,0.03847454241,0.27842097101,0.00332603901108282,163.618605425168,188.067774125
"7-5","2013-04-08","20",3,26.097515704,0.015,16.045,0.205,0.00782682926829268,127.765659083827,0.003075,0.521788617886179,1.5,175.7201366,75.37701365,0.1757201366,0.07537701365,0.25109715025,0.0041060065414713,170.603782755637,204.260799741795
"7-5","2013-04-17","20",4,26.062047476,0.019,26.91,0.22,0.0122318181818182,81.7539947974731,0.00418,0.64377990430622,1.9,94.65107914,44.33382854,0.09465107914,0.04433382854,0.13898490768,0.00485473487896364,94.9507105353838,318.786226172346
"7-5","2013-05-01","20",5,29.394718494,0.017,23.24,0.22,0.0105636363636364,94.6643717728055,0.00374,0.621390374331551,1.7,84.13392857,52.75695313,0.08413392857,0.05275695313,0.1368908817,0.00433317169370936,109.678335873984,310.515117182074
"7-5","2013-05-16","20",6,22.5620379,0.014,22.91,0.21,0.0109095238095238,91.6630292448712,0.00294,0.779251700680272,1.4,122.625,88.11924279,0.122625,0.08811924279,0.21074424279,0.00372502826003174,116.138562699749,246.141089661428
"7-6","2013-03-07","05",1,20.910204362,0.009,19.7,0.18,0.0109444444444444,91.3705583756345,0.00162,1.21604938271605,0.9,143.5913978,39.39205496,0.1435913978,0.03939205496,0.18298345276,0.00198282397764475,111.834403702468,228.850569961888
"7-6","2013-03-22","05",2,18.428434866,0.01,19.72,0.22,0.00896363636363636,111.561866125761,0.0022,0.896363636363636,1,192.826087,33.474851,0.192826087,0.033474851,0.226300938,0.00284348283208853,144.1928413838,165.185788889782
"7-6","2013-04-08","05",3,14.477303372,0.008,8.925,0.09,0.00991666666666667,100.840336134454,0.00072,1.23958333333333,0.8,190.7843865,55.24734201,0.1907843865,0.05524734201,0.24603172851,0.000954947346228679,133.746126922784,143.566591772333
"7-6","2013-04-17","05",4,23.48343969,0.01,18.06,0.22,0.00820909090909091,121.816168327796,0.0022,0.820909090909091,1,104.2653061,67.67064602,0.1042653061,0.06767064602,0.17193595212,0.00265679932081632,147.109596944425,192.777691273364
"7-6","2013-05-16","05",6,23.134708982,0.012,9.25,0.11,0.00840909090909091,118.918918918919,0.00132,0.700757575757576,1.2,28.82038835,91.39286044,0.02882038835,0.09139286044,0.12021324879,0.00150036358036145,135.167890122653,194.541870985
"7-8","2013-03-07","35",1,23.515777222,0.015,29.9,0.21,0.0142380952380952,70.2341137123746,0.00315,0.949206349206349,1.5,101.4705882,47.48291811,0.1014705882,0.04748291811,0.14895350631,0.00370132539568092,82.5267646751599,334.819875684666
"7-8","2013-03-22","35",2,20.479406392,0.011,32.13,0.24,0.0133875,74.6965452847806,0.00264,1.21704545454545,1.1,85.74324324,71.69195383,0.08574324324,0.07169195383,0.15743519707,0.0031332901526618,88.6537688555527,274.1680530729
"7-8","2013-04-08","35",3,17.83982289,0.009,22.72,0.235,0.00966808510638298,103.433098591549,0.002115,1.074231678487,0.9,140.0833333,64.93432087,0.1400833333,0.06493432087,0.20501765417,0.00266043643748068,130.107415760988,172.476925983319
"7-8","2013-04-17","35",4,20.535010098,0.009,22.42,0.23,0.00974782608695652,102.586975914362,0.00207,1.08309178743961,0.9,145.1571429,53.3948869,0.1451571429,0.0533948869,0.1985520298,0.00258282518262968,128.002040966879,200.1717071292
"7-8","2013-05-01","35",5,17.646668418,0.009,13.1,0.16,0.0081875,122.137404580153,0.00144,0.909722222222222,0.9,165.326087,61.82803744,0.165326087,0.06182803744,0.22715412444,0.00186324342994854,158.035914329817,144.482097672375
"7-8","2013-05-16","35",6,28.108834492,0.008,19.39,0.29,0.00668620689655173,149.561629706034,0.00232,0.835775862068966,0.8,187.5,88.66935697,0.1875,0.08866935697,0.27616935697,0.00320516963787045,206.625170053536,187.941483034442
